Unnamed: 0,id,username,text,retweet_count,like_count,created_at,label,clean,Token,Normalisasi,Stopwords
62,1609899085523472384,ntsana_,hadh https://t.co/YWipYO0rD7 https://t.co/9YOk4LVUZL,472,4723,2023-01-02 13:07:07+00:00,bot,hadh https co ywipyo rd https co yok lvuzl,"['hadh', 'https', 'co', 'ywipyo', 'rd', 'https', 'co', 'yok', 'lvuzl']","['hadh', 'https', 'co', 'ywipyo', 'rd', 'https', 'co', 'yok', 'lvuzl']","['hadh', 'https', 'co', 'ywipyo', 'rd', 'https', 'co', 'yok', 'lvuzl']"
63,1609808107693314048,ntsana_,https://t.co/1n0t1VcUGd,238,4225,2023-01-02 07:05:36+00:00,bot,https co vcugd,"['https', 'co', 'vcugd']","['https', 'co', 'vcugd']","['https', 'co', 'vcugd']"
64,1609376406307475459,ntsana_,ğŸ˜˜ https://t.co/uuRYhSmZ3d,9,278,2023-01-01 02:30:10+00:00,bot,https co uuryhsmz,"['https', 'co', 'uuryhsmz']","['https', 'co', 'uuryhsmz']","['https', 'co', 'uuryhsmz']"
65,1609242529240842245,ntsana_,@Arsenal ğŸ˜ğŸ˜ğŸ˜ğŸ˜,3,102,2022-12-31 17:38:11+00:00,human,,[],[],[]
66,1609241558758625287,ntsana_,"semoga di tahun yang baru kita sehat-sehat, lebih kuat dan semangat, juga sering senang! ğŸ¤ https://t.co/526dF42J7T",2994,8063,2022-12-31 17:34:20+00:00,bot,semoga di tahun yang baru kita sehat sehat lebih kuat dan semangat juga sering senang https co df,"['semoga', 'di', 'tahun', 'yang', 'baru', 'kita', 'sehat', 'sehat', 'lebih', 'kuat', 'dan', 'semangat', 'juga', 'sering', 'senang', 'https', 'co', 'df']","['semoga', 'di', 'tahun', 'yang', 'baru', 'kita', 'sehat', 'sehat', 'lebih', 'kuat', 'dan', 'semangat', 'juga', 'sering', 'senang', 'https', 'co', 'df']","['semoga', 'sehat', 'sehat', 'kuat', 'semangat', 'senang', 'https', 'co', 'df']"
67,1609130167661887488,ntsana_,@qrawzin hihihihiğŸ˜˜ğŸ˜˜,0,46,2022-12-31 10:11:42+00:00,human,hihihihi,['hihihihi'],['hihihihi'],['hihihihi']
68,1608823276649996288,ntsana_,"RT @nanidlot: Udah super deg-degan rebutan Elea dg para teri, nunggu PO sampe Januari, taunya dapet kesempatan cobain Elea versi travel aaaâ€¦",7,0,2022-12-30 13:52:14+00:00,human,rt udah super deg degan rebutan elea dg para teri nunggu po sampe januari taunya dapet kesempatan cobain elea versi travel aaa,"['rt', 'udah', 'super', 'deg', 'degan', 'rebutan', 'elea', 'dg', 'para', 'teri', 'nunggu', 'po', 'sampe', 'januari', 'taunya', 'dapet', 'kesempatan', 'cobain', 'elea', 'versi', 'travel', 'aaa']","['rt', 'sudah', 'super', 'deg', 'degan', 'rebutan', 'elea', 'dengan', 'para', 'teri', 'nunggu', 'po', 'sampe', 'januari', 'taunya', 'dapet', 'kesempatan', 'cobain', 'elea', 'versi', 'travel', 'aaa']","['rt', 'super', 'deg', 'degan', 'rebutan', 'elea', 'teri', 'nunggu', 'po', 'sampe', 'januari', 'taunya', 'dapet', 'kesempatan', 'cobain', 'elea', 'versi', 'travel', 'aaa']"
69,1608815727859077125,ntsana_,ğŸ˜” https://t.co/XGpuZNqcJH https://t.co/S0jF1oNTJ8,2234,15064,2022-12-30 13:22:14+00:00,bot,https co xgpuznqcjh https co jf ontj,"['https', 'co', 'xgpuznqcjh', 'https', 'co', 'jf', 'ontj']","['https', 'co', 'xgpuznqcjh', 'https', 'co', 'jf', 'ontj']","['https', 'co', 'xgpuznqcjh', 'https', 'co', 'jf', 'ontj']"
70,1608334098371858434,ntsana_,@akiihayakawaaaa terima kasih kembaliiiâ™¥ï¸,0,50,2022-12-29 05:28:25+00:00,human,terima kasih kembaliii,"['terima', 'kasih', 'kembaliii']","['terima', 'kasih', 'kembaliii']","['terima', 'kasih', 'kembaliii']"
71,1608334005174427649,ntsana_,@caramelsugarr_ @rintiksedupod uuuu sayaangkuğŸ¤,1,56,2022-12-29 05:28:02+00:00,human,uuuu sayaangku,"['uuuu', 'sayaangku']","['uuuu', 'sayaangku']","['uuuu', 'sayaangku']"
72,1608333773321678851,ntsana_,@_fangurll31 ğŸ¥¹,2,164,2022-12-29 05:27:07+00:00,human,,[],[],[]
73,1607725206793248771,ntsana_,@BukayoSaka87 ğŸ¥¹ğŸ¥¹ğŸ¥¹â™¥ï¸,3,144,2022-12-27 13:08:54+00:00,human,,[],[],[]
74,1607725183292551168,ntsana_,RT @BukayoSaka87: And finally we meet ! ğŸ‘‘â¤ï¸ https://t.co/e9IUeqJakO,29067,0,2022-12-27 13:08:48+00:00,bot,rt and finally we meet https co iueqjako,"['rt', 'and', 'finally', 'we', 'meet', 'https', 'co', 'iueqjako']","['rt', 'and', 'finally', 'we', 'meet', 'https', 'co', 'iueqjako']","['rt', 'and', 'finally', 'we', 'meet', 'https', 'co', 'iueqjako']"
75,1607725070839058434,ntsana_,@sbyfess stikernya kok mirip sy,3,758,2022-12-27 13:08:21+00:00,human,stikernya kok mirip sy,"['stikernya', 'kok', 'mirip', 'sy']","['stikernya', 'kok', 'mirip', 'saya']",['stikernya']
76,1607434651907526657,ntsana_,@preaywinkle terima kasih kembali sayang ğŸ¤,0,3,2022-12-26 17:54:20+00:00,human,terima kasih kembali sayang,"['terima', 'kasih', 'kembali', 'sayang']","['terima', 'kasih', 'kembali', 'sayang']","['terima', 'kasih', 'sayang']"
77,1607385855391576064,ntsana_,RT @rintiksedupod: episode baruuuu! https://t.co/HlQPLNomSY,153,0,2022-12-26 14:40:26+00:00,bot,rt episode baruuuu https co hlqplnomsy,"['rt', 'episode', 'baruuuu', 'https', 'co', 'hlqplnomsy']","['rt', 'episode', 'baruuuu', 'https', 'co', 'hlqplnomsy']","['rt', 'episode', 'baruuuu', 'https', 'co', 'hlqplnomsy']"
78,1607373159434702851,ntsana_,"ko maap ğŸ˜”
 https://t.co/EkFkRYblz4 https://t.co/pFo16E4xH8",1117,9810,2022-12-26 13:49:59+00:00,bot,ko maap https co ekfkryblz https co pfo xh,"['ko', 'maap', 'https', 'co', 'ekfkryblz', 'https', 'co', 'pfo', 'xh']","['ko', 'maap', 'https', 'co', 'ekfkryblz', 'https', 'co', 'pfo', 'xh']","['ko', 'maap', 'https', 'co', 'ekfkryblz', 'https', 'co', 'pfo', 'xh']"
79,1607005935289139201,ntsana_,RT @B_hundred_Hyun: ng....ì»· ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ì‚¬ì§„ì–´ëœ¨ì¼€ì°ëŠ”ê±°ì˜€ì£ ?.... 90-2000ë…„ëŒ€ ì´ˆ ëŠë‚Œìœ¼ë¡œ ì°ì—ˆë‹¤ê°€ ... ã…‹ã…‹ã…‹ã…‹ã…‹ì–Œì „íˆì°ì–´ì”€ https://t.co/zpDxJSgjNZ,87518,0,2022-12-25 13:30:46+00:00,bot,rt ng https co zpdxjsgjnz,"['rt', 'ng', 'https', 'co', 'zpdxjsgjnz']","['rt', 'ng', 'https', 'co', 'zpdxjsgjnz']","['rt', 'ng', 'https', 'co', 'zpdxjsgjnz']"
80,1607005923054346240,ntsana_,RT @B_hundred_Hyun: ë©”ë¦¬í¬ë¦¬ìŠ¤ë§ˆìŠ¤ ! (ì„ ë¬¼ë†“ê³ ê°‘ë‹ˆë‹¤ì‰â¤ï¸â˜ºï¸) ì–´ì œì˜¬ë¦´ë¼ê³ í–ˆëŠ”ë°.. ì…€ì¹´ë¥¼ìš”ì¦˜ì•ˆì°ì–´ì„œ.. ê·¸ë¦¬ê³  ëˆ„ê°€ì°ì–´ì£¼ëŠ”ê²Œ ëŒ€ì„¸ë¼ë¨€?...ã…‹ã…‹ã…‹ã…‹í—¤í—¤í—¤í—¤í—¤í—¤ https://t.co/gpHOPIlaqe,106014,0,2022-12-25 13:30:43+00:00,bot,rt https co gphopilaqe,"['rt', 'https', 'co', 'gphopilaqe']","['rt', 'https', 'co', 'gphopilaqe']","['rt', 'https', 'co', 'gphopilaqe']"
81,1606643885077598208,ntsana_,@verseyyh thankyouğŸ¥¹â™¥ï¸,0,72,2022-12-24 13:32:06+00:00,human,thankyou,['thankyou'],['thankyou'],['thankyou']
82,1606276516614213637,ntsana_,ğŸ™‹â€â™€ï¸ https://t.co/pFvm8Bxa4V https://t.co/sPh8sBAqCJ,1592,13527,2022-12-23 13:12:19+00:00,bot,https co pfvm bxa https co sph sbaqcj,"['https', 'co', 'pfvm', 'bxa', 'https', 'co', 'sph', 'sbaqcj']","['https', 'co', 'pfvm', 'bxa', 'https', 'co', 'sph', 'sbaqcj']","['https', 'co', 'pfvm', 'bxa', 'https', 'co', 'sph', 'sbaqcj']"
83,1604875712326160389,ntsana_,@nadilakarina_ @bankmandiri siti balik anda,0,32,2022-12-19 16:26:01+00:00,human,siti balik anda,"['siti', 'balik', 'anda']","['siti', 'balik', 'anda']",['siti']
84,1604875069066739712,ntsana_,@nadilakarina_ @bankmandiri apa seh twitternya itu,0,35,2022-12-19 16:23:28+00:00,human,apa seh twitternya itu,"['apa', 'seh', 'twitternya', 'itu']","['apa', 'seh', 'twitternya', 'itu']","['seh', 'twitternya']"
85,1604873604734550016,ntsana_,@nadilakarina_ @bankmandiri istighfar anda siti,4,167,2022-12-19 16:17:39+00:00,human,istighfar anda siti,"['istighfar', 'anda', 'siti']","['istighfar', 'anda', 'siti']","['istighfar', 'siti']"
86,1604847337951883264,ntsana_,RT @rintiksedupod: Episode baru teriiiiâ™¥ï¸ https://t.co/8TGk74R8DA,32,0,2022-12-19 14:33:16+00:00,bot,rt episode baru teriiii https co tgk da,"['rt', 'episode', 'baru', 'teriiii', 'https', 'co', 'tgk', 'da']","['rt', 'episode', 'baru', 'teriiii', 'https', 'co', 'tgk', 'da']","['rt', 'episode', 'teriiii', 'https', 'co', 'tgk', 'da']"
87,1604827773612490755,ntsana_,"hai bole nyapa??

https://t.co/KfBRMmgdWN https://t.co/1BMzycIXCO",259,2329,2022-12-19 13:15:32+00:00,bot,hai bole nyapa https co kfbrmmgdwn https co bmzycixco,"['hai', 'bole', 'nyapa', 'https', 'co', 'kfbrmmgdwn', 'https', 'co', 'bmzycixco']","['hai', 'bole', 'nyapa', 'https', 'co', 'kfbrmmgdwn', 'https', 'co', 'bmzycixco']","['hai', 'bole', 'nyapa', 'https', 'co', 'kfbrmmgdwn', 'https', 'co', 'bmzycixco']"
88,1604792838449168384,ntsana_,@breoihhhh WKWKWKWKğŸ˜­ğŸ˜˜,0,2,2022-12-19 10:56:42+00:00,human,wkwkwkwk,['wkwkwkwk'],['wkwkwkwk'],['wkwkwkwk']
89,1604777566313021440,ntsana_,when https://t.co/XRP9J359qi,254,3649,2022-12-19 09:56:01+00:00,bot,when https co xrp qi,"['when', 'https', 'co', 'xrp', 'qi']","['when', 'https', 'co', 'xrp', 'qi']","['when', 'https', 'co', 'xrp', 'qi']"
90,1604774328289353729,ntsana_,@cat_auras ğŸ˜©ğŸ¤,1,173,2022-12-19 09:43:09+00:00,human,,[],[],[]
91,1604726255815127040,ntsana_,@anesthethia @convomfs tahun depanâ€¦.,3,50,2022-12-19 06:32:08+00:00,human,tahun depan,"['tahun', 'depan']","['tahun', 'depan']",[]
92,1604726213981138944,ntsana_,"RT @anesthethia: @convomfs biru dan jani
btw @ntsana_ jdinya kpn tayang yh us??? https://t.co/559Yzfn0pm",15,0,2022-12-19 06:31:58+00:00,bot,rt biru dan jani btw jdinya kpn tayang yh us https co yzfn pm,"['rt', 'biru', 'dan', 'jani', 'btw', 'jdinya', 'kpn', 'tayang', 'yh', 'us', 'https', 'co', 'yzfn', 'pm']","['rt', 'biru', 'dan', 'jani', 'btw', 'jdinya', 'kpn', 'tayang', 'yh', 'us', 'https', 'co', 'yzfn', 'pm']","['rt', 'biru', 'jani', 'btw', 'jdinya', 'kpn', 'tayang', 'yh', 'us', 'https', 'co', 'yzfn', 'pm']"
93,1604075601958408197,ntsana_,@Indranilla1 @lefleurgarden @anima @SbuxIndonesia ok ak polo ya,0,42,2022-12-17 11:26:40+00:00,human,ok ak polo ya,"['ok', 'ak', 'polo', 'ya']","['ok', 'saya', 'polo', 'ya']","['ok', 'polo', 'ya']"
94,1604074677433167872,ntsana_,@customerbct hey wkwkwkwkwk,0,350,2022-12-17 11:23:00+00:00,human,hey wkwkwkwkwk,"['hey', 'wkwkwkwkwk']","['hey', 'wkwkwkwkwk']","['hey', 'wkwkwkwkwk']"
95,1604074430556438528,ntsana_,@Indranilla1 @lefleurgarden @anima ğŸ˜­ğŸ˜¹ğŸ˜¹â™¥ï¸,0,177,2022-12-17 11:22:01+00:00,human,,[],[],[]
96,1604009166506692608,ntsana_,@zalembahhh @floiyn 4 minggu sayanggg,2,0,2022-12-17 07:02:41+00:00,human,minggu sayanggg,"['minggu', 'sayanggg']","['minggu', 'sayanggg']","['minggu', 'sayanggg']"
97,1603820514103160832,ntsana_,@vernonselcawhen ahahahah maap ya ak duluin ğŸ™‚ğŸ«¶ğŸ˜­,0,30,2022-12-16 18:33:02+00:00,human,ahahahah maap ya ak duluin,"['ahahahah', 'maap', 'ya', 'ak', 'duluin']","['ahahahah', 'maap', 'ya', 'saya', 'duluin']","['ahahahah', 'maap', 'ya', 'duluin']"
98,1603760543852285959,ntsana_,"@cordedwool terima kasih banyak, sayangğŸ¥¹ğŸ˜­ğŸ¤",0,105,2022-12-16 14:34:44+00:00,human,terima kasih banyak sayang,"['terima', 'kasih', 'banyak', 'sayang']","['terima', 'kasih', 'banyak', 'sayang']","['terima', 'kasih', 'sayang']"
99,1603760492526604294,ntsana_,"RT @cordedwool: Bahasa Naya

@ntsana_ 
here we goâ€¦.. https://t.co/nsF8lNbXSK",104,0,2022-12-16 14:34:32+00:00,bot,rt bahasa naya here we go https co nsf lnbxsk,"['rt', 'bahasa', 'naya', 'here', 'we', 'go', 'https', 'co', 'nsf', 'lnbxsk']","['rt', 'bahasa', 'naya', 'here', 'we', 'go', 'https', 'co', 'nsf', 'lnbxsk']","['rt', 'bahasa', 'naya', 'here', 'we', 'go', 'https', 'co', 'nsf', 'lnbxsk']"
100,1603760371189551104,ntsana_,RT @rintiksedupod: Episode spesial ulang tahun Rintik Sedu ke-7! ğŸ˜˜ https://t.co/B0U8QS9eSv,23,0,2022-12-16 14:34:03+00:00,bot,rt episode spesial ulang tahun rintik sedu ke https co qs esv,"['rt', 'episode', 'spesial', 'ulang', 'tahun', 'rintik', 'sedu', 'ke', 'https', 'co', 'qs', 'esv']","['rt', 'episode', 'spesial', 'ulang', 'tahun', 'rintik', 'sedu', 'ke', 'https', 'co', 'qs', 'esv']","['rt', 'episode', 'spesial', 'ulang', 'rintik', 'sedu', 'https', 'co', 'qs', 'esv']"
101,1603738153080487937,ntsana_,ğŸ«¡ https://t.co/bdVlOGubza https://t.co/C2Rpu4amJo,107,1125,2022-12-16 13:05:46+00:00,bot,https co bdvlogubza https co rpu amjo,"['https', 'co', 'bdvlogubza', 'https', 'co', 'rpu', 'amjo']","['https', 'co', 'bdvlogubza', 'https', 'co', 'rpu', 'amjo']","['https', 'co', 'bdvlogubza', 'https', 'co', 'rpu', 'amjo']"
102,1603690968162914304,ntsana_,@HmnsId memangğŸ¤£ğŸ¤£ğŸ¤£â™¥ï¸â™¥ï¸â™¥ï¸,0,19,2022-12-16 09:58:16+00:00,human,memang,['memang'],['memang'],[]
103,1603676968012361728,ntsana_,https://t.co/arkMd7k1Ls,0,73,2022-12-16 09:02:38+00:00,bot,https co arkmd ls,"['https', 'co', 'arkmd', 'ls']","['https', 'co', 'arkmd', 'ls']","['https', 'co', 'arkmd', 'ls']"
104,1603675349409501184,ntsana_,met belanja ğŸ«¶ https://t.co/mu19u4AILP,19,726,2022-12-16 08:56:12+00:00,bot,met belanja https co mu ailp,"['met', 'belanja', 'https', 'co', 'mu', 'ailp']","['met', 'belanja', 'https', 'co', 'mu', 'ailp']","['met', 'belanja', 'https', 'co', 'mu', 'ailp']"
105,1603456347085103105,ntsana_,@floiyn asemğŸ˜­ğŸ˜­ğŸ˜­ğŸ¤£ğŸ¤£ğŸ¤£ğŸ¤£,0,65,2022-12-15 18:25:58+00:00,human,asem,['asem'],['asem'],['asem']
106,1603418632222298113,ntsana_,"RT @kokokbop: â€œWE ARE ONE. EXO, SARANGHAJA~â€ MY LOVESSS ğŸ˜­ğŸ˜­ğŸ˜­ğŸ¤ğŸ¤ğŸ¤

https://t.co/qF4O9dbCr4",24308,0,2022-12-15 15:56:06+00:00,bot,rt we are one exo saranghaja my lovesss https co qf dbcr,"['rt', 'we', 'are', 'one', 'exo', 'saranghaja', 'my', 'lovesss', 'https', 'co', 'qf', 'dbcr']","['rt', 'we', 'are', 'one', 'exo', 'saranghaja', 'my', 'lovesss', 'https', 'co', 'qf', 'dbcr']","['rt', 'we', 'are', 'one', 'exo', 'saranghaja', 'my', 'lovesss', 'https', 'co', 'qf', 'dbcr']"
107,1603384213436534787,ntsana_,@puwdinq WAAAA THANKYOUUUğŸ¤ğŸ¤ğŸ¤,0,6,2022-12-15 13:39:20+00:00,human,waaaa thankyouuu,"['waaaa', 'thankyouuu']","['waaaa', 'thankyouuu']","['waaaa', 'thankyouuu']"
108,1603384177000591361,ntsana_,RT @puwdinq: gw suka bgt dah line itu. ditambah ditutup dgn aransemen khas rintik sedu yg bikin merinding. love pausss. good job!,2,0,2022-12-15 13:39:11+00:00,human,rt gw suka bgt dah line itu ditambah ditutup dgn aransemen khas rintik sedu yg bikin merinding love pausss good job,"['rt', 'gw', 'suka', 'bgt', 'dah', 'line', 'itu', 'ditambah', 'ditutup', 'dgn', 'aransemen', 'khas', 'rintik', 'sedu', 'yg', 'bikin', 'merinding', 'love', 'pausss', 'good', 'job']","['rt', 'gw', 'suka', 'banget', 'dah', 'line', 'itu', 'ditambah', 'ditutup', 'dgn', 'aransemen', 'khas', 'rintik', 'sedu', 'yang', 'bikin', 'merinding', 'love', 'pausss', 'good', 'job']","['rt', 'gw', 'suka', 'banget', 'dah', 'line', 'ditambah', 'ditutup', 'dgn', 'aransemen', 'khas', 'rintik', 'sedu', 'bikin', 'merinding', 'love', 'pausss', 'good', 'job']"
109,1603384113767288832,ntsana_,@ivindyaja @rintiksedupod dah selese ğŸ™,0,17,2022-12-15 13:38:56+00:00,human,dah selese,"['dah', 'selese']","['dah', 'selesai']","['dah', 'selesai']"
110,1603384084562345989,ntsana_,@cordedwool ak tunggu sayang,1,41,2022-12-15 13:38:49+00:00,human,ak tunggu sayang,"['ak', 'tunggu', 'sayang']","['saya', 'tunggu', 'sayang']","['tunggu', 'sayang']"
111,1603384037661618176,ntsana_,@tpw_______ terima kasih banyaaak hhahahğŸ¥¹ğŸ¥¹ğŸ¥¹ğŸ’“,0,24,2022-12-15 13:38:38+00:00,human,terima kasih banyaaak hhahah,"['terima', 'kasih', 'banyaaak', 'hhahah']","['terima', 'kasih', 'banyaaak', 'hhahah']","['terima', 'kasih', 'banyaaak', 'hhahah']"
112,1603383900973461505,ntsana_,@Styrnwdy aaaaaakkk terima kasihhhhğŸ¤—â™¥ï¸â™¥ï¸â™¥ï¸,0,1,2022-12-15 13:38:06+00:00,human,aaaaaakkk terima kasihhhh,"['aaaaaakkk', 'terima', 'kasihhhh']","['aaaaaakkk', 'terima', 'kasihhhh']","['aaaaaakkk', 'terima', 'kasihhhh']"
113,1603383820983873536,ntsana_,@SitimaratunSho6 siapp siti sayanggğŸ¤—ğŸ¤—,0,12,2022-12-15 13:37:47+00:00,human,siapp siti sayangg,"['siapp', 'siti', 'sayangg']","['siapp', 'siti', 'sayangg']","['siapp', 'siti', 'sayangg']"
114,1603383751379390464,ntsana_,RT @apsycmrk: dari tadi malam aku on going dari eps 6 sampai eps 10. aku suka sekaliii bagaimana paus bisa ceritain hal hal yg ada di hidupâ€¦,2,0,2022-12-15 13:37:30+00:00,human,rt dari tadi malam aku on going dari eps sampai eps aku suka sekaliii bagaimana paus bisa ceritain hal hal yg ada di hidup,"['rt', 'dari', 'tadi', 'malam', 'aku', 'on', 'going', 'dari', 'eps', 'sampai', 'eps', 'aku', 'suka', 'sekaliii', 'bagaimana', 'paus', 'bisa', 'ceritain', 'hal', 'hal', 'yg', 'ada', 'di', 'hidup']","['rt', 'dari', 'tadi', 'malam', 'saya', 'on', 'going', 'dari', 'eps', 'sampai', 'eps', 'saya', 'suka', 'sekaliii', 'bagaimana', 'paus', 'bisa', 'ceritain', 'hal', 'hal', 'yang', 'ada', 'di', 'hidup']","['rt', 'malam', 'on', 'going', 'eps', 'eps', 'suka', 'sekaliii', 'paus', 'ceritain', 'hidup']"
115,1603383708555542528,ntsana_,@apsycmrk terima kasih sayangggğŸ¤ğŸ˜˜,0,0,2022-12-15 13:37:20+00:00,human,terima kasih sayanggg,"['terima', 'kasih', 'sayanggg']","['terima', 'kasih', 'sayanggg']","['terima', 'kasih', 'sayanggg']"
116,1603358880050073601,ntsana_,@ranggaadsn yessssssğŸ¤©,0,43,2022-12-15 11:58:40+00:00,human,yessssss,['yessssss'],['yessssss'],['yessssss']
117,1603357993684578304,ntsana_,"RT @HmnsId: Pertama kali @ntsana_ dateng ke kantor HMNS, kita kaget. Dia gak mau kita buat parfum, tapi seorang imaginary friend. Ia bernamâ€¦",47,0,2022-12-15 11:55:09+00:00,human,rt pertama kali dateng ke kantor hmns kita kaget dia gak mau kita buat parfum tapi seorang imaginary friend ia bernam,"['rt', 'pertama', 'kali', 'dateng', 'ke', 'kantor', 'hmns', 'kita', 'kaget', 'dia', 'gak', 'mau', 'kita', 'buat', 'parfum', 'tapi', 'seorang', 'imaginary', 'friend', 'ia', 'bernam']","['rt', 'pertama', 'kali', 'dateng', 'ke', 'kantor', 'hmns', 'kita', 'kaget', 'dia', 'tidak', 'mau', 'kita', 'buat', 'parfum', 'tetapi', 'seorang', 'imaginary', 'friend', 'ia', 'bernam']","['rt', 'kali', 'dateng', 'kantor', 'hmns', 'kaget', 'parfum', 'imaginary', 'friend', 'bernam']"
118,1603233887446237184,ntsana_,"RT @ntsana_: dadah see u again

https://t.co/sHiey6ueN1 https://t.co/HRHUBDVBeC",549,0,2022-12-15 03:42:00+00:00,bot,rt dadah see again https co shiey uen https co hrhubdvbec,"['rt', 'dadah', 'see', 'again', 'https', 'co', 'shiey', 'uen', 'https', 'co', 'hrhubdvbec']","['rt', 'dadah', 'see', 'again', 'https', 'co', 'shiey', 'uen', 'https', 'co', 'hrhubdvbec']","['rt', 'dadah', 'see', 'again', 'https', 'co', 'shiey', 'uen', 'https', 'co', 'hrhubdvbec']"
119,1603068788957929472,ntsana_,@mohepiaja sukaaaaaaaaa sangaaaatâ™¥ï¸,0,1,2022-12-14 16:45:57+00:00,human,sukaaaaaaaaa sangaaaat,"['sukaaaaaaaaa', 'sangaaaat']","['sukaaaaaaaaa', 'sangaaaat']","['sukaaaaaaaaa', 'sangaaaat']"
120,1603068579154628609,ntsana_,@naaisna__ @rintiksedupod hmmmmmmmm,0,34,2022-12-14 16:45:07+00:00,human,hmmmmmmmm,['hmmmmmmmm'],['hmmmmmmmm'],['hmmmmmmmm']
121,1603027675563819008,ntsana_,@Asyadduhubba thanks uba!ğŸ¥¹ğŸ¤—ğŸ¤—ğŸ¤—,0,59,2022-12-14 14:02:35+00:00,human,thanks uba,"['thanks', 'uba']","['terima kasih', 'uba']","['terima kasih', 'uba']"
122,1603027642948915203,ntsana_,"RT @Asyadduhubba: Dengerin bahasa naya by @ntsana_  gatau knapa waktu serasa berjalan lambat, dari yang sebelumnya kaya yg yaudah sat set sâ€¦",38,0,2022-12-14 14:02:27+00:00,human,rt dengerin bahasa naya by gatau knapa waktu serasa berjalan lambat dari yang sebelumnya kaya yg yaudah sat set,"['rt', 'dengerin', 'bahasa', 'naya', 'by', 'gatau', 'knapa', 'waktu', 'serasa', 'berjalan', 'lambat', 'dari', 'yang', 'sebelumnya', 'kaya', 'yg', 'yaudah', 'sat', 'set']","['rt', 'dengerin', 'bahasa', 'naya', 'by', 'gatau', 'knapa', 'waktu', 'serasa', 'berjalan', 'lambat', 'dari', 'yang', 'sebelumnya', 'kaya', 'yang', 'yaudah', 'sat', 'set']","['rt', 'dengerin', 'bahasa', 'naya', 'by', 'gatau', 'knapa', 'serasa', 'berjalan', 'lambat', 'kaya', 'yaudah', 'sat', 'set']"
123,1603014874430590977,ntsana_,@safiraamaulina @rintiksedupod bisaaa sayangggg,0,61,2022-12-14 13:11:43+00:00,human,bisaaa sayangggg,"['bisaaa', 'sayangggg']","['bisa', 'sayangggg']",['sayangggg']
124,1603012893385306112,ntsana_,"dadah see u again

https://t.co/sHiey6ueN1 https://t.co/HRHUBDVBeC",549,2506,2022-12-14 13:03:50+00:00,bot,dadah see again https co shiey uen https co hrhubdvbec,"['dadah', 'see', 'again', 'https', 'co', 'shiey', 'uen', 'https', 'co', 'hrhubdvbec']","['dadah', 'see', 'again', 'https', 'co', 'shiey', 'uen', 'https', 'co', 'hrhubdvbec']","['dadah', 'see', 'again', 'https', 'co', 'shiey', 'uen', 'https', 'co', 'hrhubdvbec']"
125,1602959220835586049,ntsana_,RT @rintiksedupod: Malam ini. Episode terakhir dari Bahasa Naya. Sampai bertemu! https://t.co/5mhzB667Mo,15,0,2022-12-14 09:30:34+00:00,bot,rt malam ini episode terakhir dari bahasa naya sampai bertemu https co mhzb mo,"['rt', 'malam', 'ini', 'episode', 'terakhir', 'dari', 'bahasa', 'naya', 'sampai', 'bertemu', 'https', 'co', 'mhzb', 'mo']","['rt', 'malam', 'ini', 'episode', 'terakhir', 'dari', 'bahasa', 'naya', 'sampai', 'bertemu', 'https', 'co', 'mhzb', 'mo']","['rt', 'malam', 'episode', 'bahasa', 'naya', 'bertemu', 'https', 'co', 'mhzb', 'mo']"
126,1602958122746023936,ntsana_,@verseyyh @rintiksedupod sama sayang,0,1,2022-12-14 09:26:12+00:00,human,sama sayang,"['sama', 'sayang']","['sama', 'sayang']",['sayang']
127,1602956819537666048,ntsana_,sampai bertemu di episode terakhir Bahasa Naya nanti malam ğŸ¥¹,13,742,2022-12-14 09:21:01+00:00,human,sampai bertemu di episode terakhir bahasa naya nanti malam,"['sampai', 'bertemu', 'di', 'episode', 'terakhir', 'bahasa', 'naya', 'nanti', 'malam']","['sampai', 'bertemu', 'di', 'episode', 'terakhir', 'bahasa', 'naya', 'nanti', 'malam']","['bertemu', 'episode', 'bahasa', 'naya', 'malam']"
128,1602686290960732160,ntsana_,@aprilliarhm â™¥ï¸,0,0,2022-12-13 15:26:02+00:00,human,,[],[],[]
129,1602655568493424645,ntsana_,@HmnsId @tokopedia sayang,4,201,2022-12-13 13:23:58+00:00,human,sayang,['sayang'],['sayang'],['sayang']
